provincia,partido,localidad,linkindec,velocidad,accesos
Buenos Aires,Moreno,La Reja,6560010,200.0,7
Buenos Aires,Moreno,La Reja,6560010,226.5,95
Buenos Aires,Moreno,La Reja,6560010,300.0,4021
Buenos Aires,Moreno,La Reja,6560010,400.0,4
Buenos Aires,Moreno,La Reja,6560010,499.0,4775
Buenos Aires,Moreno,La Reja,6560010,500.0,252
Buenos Aires,Moreno,La Reja,6560010,600.0,312
Buenos Aires,Moreno,La Reja,6560010,700.0,38
Buenos Aires,Moreno,La Reja,6560010,800.0,65
Buenos Aires,Moreno,La Reja,6560010,940.0,635
Buenos Aires,Moreno,La Reja,6560010,999.0,296
Buenos Aires,Moreno,La Reja,6560010,1000.0,518
Buenos Aires,Moreno,Moreno,6560010,0.0,79
Buenos Aires,Moreno,Moreno,6560010,0.5,1
Buenos Aires,Moreno,Moreno,6560010,0.51,1
Buenos Aires,Moreno,Moreno,6560010,1.0,5
Buenos Aires,Moreno,Moreno,6560010,2.0,555
Buenos Aires,Moreno,Moreno,6560010,3.0,256
Buenos Aires,Moreno,Moreno,6560010,5.0,633
Buenos Aires,Moreno,Moreno,6560010,6.0,1255
Buenos Aires,Moreno,Moreno,6560010,10.0,4231
Buenos Aires,Moreno,Moreno,6560010,20.0,16185
Buenos Aires,Moreno,Moreno,6560010,30.0,2653
Buenos Aires,Moreno,Moreno,6560010,40.0,420
Buenos Aires,Moreno,Moreno,6560010,45.0,17
Buenos Aires,Moreno,Moreno,6560010,50.0,3617
Buenos Aires,Moreno,Moreno,6560010,99.0,476
Buenos Aires,Moreno,Moreno,6560010,100.0,4744
Buenos Aires,Moreno,Moreno,6560010,101.0,232
Buenos Aires,Moreno,Moreno,6560010,150.0,205
Buenos Aires,Moreno,Moreno,6560010,200.0,84
Buenos Aires,Moreno,Moreno,6560010,226.5,50
Buenos Aires,Moreno,Moreno,6560010,300.0,16154
Buenos Aires,Moreno,Moreno,6560010,301.0,8
Buenos Aires,Moreno,Moreno,6560010,302.0,352
Buenos Aires,Moreno,Moreno,6560010,400.0,178
Buenos Aires,Moreno,Moreno,6560010,499.0,17518
Buenos Aires,Moreno,Moreno,6560010,500.0,697
Buenos Aires,Moreno,Moreno,6560010,600.0,1503
Buenos Aires,Moreno,Moreno,6560010,700.0,21
Buenos Aires,Moreno,Moreno,6560010,800.0,283
Buenos Aires,Moreno,Moreno,6560010,940.0,1168
Buenos Aires,Moreno,Moreno,6560010,999.0,1055
Buenos Aires,Moreno,Moreno,6560010,1000.0,2062
Buenos Aires,Moreno,Paso Del Rey,6560010,0.5,3
Buenos Aires,Moreno,Paso Del Rey,6560010,6.0,9
Buenos Aires,Moreno,Paso Del Rey,6560010,10.0,1
Buenos Aires,Moreno,Paso Del Rey,6560010,14.0,1
Buenos Aires,Moreno,Paso Del Rey,6560010,30.0,5
Buenos Aires,Moreno,Paso Del Rey,6560010,50.0,801
Buenos Aires,Moreno,Paso Del Rey,6560010,99.0,184
Buenos Aires,Moreno,Paso Del Rey,6560010,100.0,811
Buenos Aires,Moreno,Paso Del Rey,6560010,226.5,46
Buenos Aires,Moreno,Paso Del Rey,6560010,300.0,1617
Buenos Aires,Moreno,Paso Del Rey,6560010,499.0,5978
Buenos Aires,Moreno,Paso Del Rey,6560010,500.0,104
Buenos Aires,Moreno,Paso Del Rey,6560010,999.0,322
Buenos Aires,Moreno,Paso Del Rey,6560010,1000.0,771
Buenos Aires,Moreno,Trujui,6560010,1.0,1
Buenos Aires,Moreno,Trujui,6560010,6.0,3
Buenos Aires,Moreno,Trujui,6560010,10.0,585
Buenos Aires,Moreno,Trujui,6560010,15.0,1
Buenos Aires,Moreno,Trujui,6560010,25.0,758
Buenos Aires,Moreno,Trujui,6560010,30.0,4
Buenos Aires,Moreno,Trujui,6560010,46.0,23
Buenos Aires,Moreno,Trujui,6560010,50.0,2069
Buenos Aires,Moreno,Trujui,6560010,99.0,194
Buenos Aires,Moreno,Trujui,6560010,100.0,1804
Buenos Aires,Moreno,Trujui,6560010,101.0,96
Buenos Aires,Moreno,Trujui,6560010,200.0,84
Buenos Aires,Moreno,Trujui,6560010,226.5,21
Buenos Aires,Moreno,Trujui,6560010,300.0,8070
Buenos Aires,Moreno,Trujui,6560010,301.0,5
Buenos Aires,Moreno,Trujui,6560010,302.0,239
Buenos Aires,Moreno,Trujui,6560010,400.0,36
Buenos Aires,Moreno,Trujui,6560010,499.0,6245
Buenos Aires,Moreno,Trujui,6560010,500.0,274
Buenos Aires,Moreno,Trujui,6560010,600.0,1018
Buenos Aires,Moreno,Trujui,6560010,700.0,24
Buenos Aires,Moreno,Trujui,6560010,800.0,207
Buenos Aires,Moreno,Trujui,6560010,940.0,635
Buenos Aires,Moreno,Trujui,6560010,999.0,188
Buenos Aires,Moreno,Trujui,6560010,1000.0,834
Buenos Aires,Morón,Castelar,6568010,0.0,421
Buenos Aires,Morón,Castelar,6568010,1.0,15
Buenos Aires,Morón,Castelar,6568010,2.0,3
Buenos Aires,Morón,Castelar,6568010,3.0,1
Buenos Aires,Morón,Castelar,6568010,3.5,5
Buenos Aires,Morón,Castelar,6568010,5.0,1
Buenos Aires,Morón,Castelar,6568010,6.0,93
Buenos Aires,Morón,Castelar,6568010,8.0,5
Buenos Aires,Morón,Castelar,6568010,10.0,34
Buenos Aires,Morón,Castelar,6568010,14.0,2
Buenos Aires,Morón,Castelar,6568010,15.0,1
Buenos Aires,Morón,Castelar,6568010,25.0,492
Buenos Aires,Morón,Castelar,6568010,30.0,17
Buenos Aires,Morón,Castelar,6568010,50.0,7404
Buenos Aires,Morón,Castelar,6568010,99.0,243
Buenos Aires,Morón,Castelar,6568010,100.0,6679
Buenos Aires,Morón,Castelar,6568010,226.5,27
Buenos Aires,Morón,Castelar,6568010,300.0,7268
Buenos Aires,Morón,Castelar,6568010,499.0,6702
Buenos Aires,Morón,Castelar,6568010,500.0,622
Buenos Aires,Morón,Castelar,6568010,600.0,263
Buenos Aires,Morón,Castelar,6568010,999.0,322
Buenos Aires,Morón,Castelar,6568010,1000.0,1003
Buenos Aires,Morón,El Palomar,6568010,0.0,1
Buenos Aires,Morón,El Palomar,6568010,0.5,4
Buenos Aires,Morón,El Palomar,6568010,1.0,6
Buenos Aires,Morón,El Palomar,6568010,5.0,1
Buenos Aires,Morón,El Palomar,6568010,6.0,21
Buenos Aires,Morón,El Palomar,6568010,8.0,3
Buenos Aires,Morón,El Palomar,6568010,10.0,20
Buenos Aires,Morón,El Palomar,6568010,14.0,2
Buenos Aires,Morón,El Palomar,6568010,20.0,3
Buenos Aires,Morón,El Palomar,6568010,50.0,3255
Buenos Aires,Morón,El Palomar,6568010,99.0,116
Buenos Aires,Morón,El Palomar,6568010,100.0,3480
Buenos Aires,Morón,El Palomar,6568010,226.5,13
Buenos Aires,Morón,El Palomar,6568010,300.0,3981
Buenos Aires,Morón,El Palomar,6568010,499.0,2784
Buenos Aires,Morón,El Palomar,6568010,500.0,351
Buenos Aires,Morón,El Palomar,6568010,600.0,115
Buenos Aires,Morón,El Palomar,6568010,999.0,140
Buenos Aires,Morón,El Palomar,6568010,1000.0,502
Buenos Aires,Morón,Haedo,6568010,0.0,3
Buenos Aires,Morón,Haedo,6568010,0.5,1
Buenos Aires,Morón,Haedo,6568010,0.75,1
Buenos Aires,Morón,Haedo,6568010,1.0,7
Buenos Aires,Morón,Haedo,6568010,3.0,3
Buenos Aires,Morón,Haedo,6568010,3.5,3
Buenos Aires,Morón,Haedo,6568010,5.0,1
Buenos Aires,Morón,Haedo,6568010,6.0,32
Buenos Aires,Morón,Haedo,6568010,8.0,4
Buenos Aires,Morón,Haedo,6568010,10.0,22
Buenos Aires,Morón,Haedo,6568010,15.0,3
Buenos Aires,Morón,Haedo,6568010,20.0,1
Buenos Aires,Morón,Haedo,6568010,30.0,21
Buenos Aires,Morón,Haedo,6568010,45.0,1
Buenos Aires,Morón,Haedo,6568010,46.0,39
Buenos Aires,Morón,Haedo,6568010,50.0,3173
Buenos Aires,Morón,Haedo,6568010,99.0,176
Buenos Aires,Morón,Haedo,6568010,100.0,5924
Buenos Aires,Morón,Haedo,6568010,101.0,202
Buenos Aires,Morón,Haedo,6568010,200.0,98
Buenos Aires,Morón,Haedo,6568010,226.5,16
Buenos Aires,Morón,Haedo,6568010,300.0,10573
Buenos Aires,Morón,Haedo,6568010,301.0,6
Buenos Aires,Morón,Haedo,6568010,302.0,292
Buenos Aires,Morón,Haedo,6568010,400.0,146
Buenos Aires,Morón,Haedo,6568010,499.0,2602
Buenos Aires,Morón,Haedo,6568010,500.0,606
Buenos Aires,Morón,Haedo,6568010,600.0,843
Buenos Aires,Morón,Haedo,6568010,700.0,13
Buenos Aires,Morón,Haedo,6568010,800.0,184
Buenos Aires,Morón,Haedo,6568010,940.0,688
Buenos Aires,Morón,Haedo,6568010,999.0,138
Buenos Aires,Morón,Haedo,6568010,1000.0,482
Buenos Aires,Morón,Moron,6568010,0.0,6
Buenos Aires,Morón,Moron,6568010,0.5,1
Buenos Aires,Morón,Moron,6568010,0.51,3
Buenos Aires,Morón,Moron,6568010,0.75,1
Buenos Aires,Morón,Moron,6568010,1.0,24
Buenos Aires,Morón,Moron,6568010,2.0,2
Buenos Aires,Morón,Moron,6568010,3.0,13
Buenos Aires,Morón,Moron,6568010,3.5,11
Buenos Aires,Morón,Moron,6568010,5.0,4
Buenos Aires,Morón,Moron,6568010,6.0,16
Buenos Aires,Morón,Moron,6568010,8.0,5
Buenos Aires,Morón,Moron,6568010,10.0,39
Buenos Aires,Morón,Moron,6568010,15.0,6
Buenos Aires,Morón,Moron,6568010,20.0,8
Buenos Aires,Morón,Moron,6568010,25.0,1
Buenos Aires,Morón,Moron,6568010,30.0,50
Buenos Aires,Morón,Moron,6568010,46.0,18
Buenos Aires,Morón,Moron,6568010,50.0,8031
Buenos Aires,Morón,Moron,6568010,99.0,357
Buenos Aires,Morón,Moron,6568010,100.0,9080
Buenos Aires,Morón,Moron,6568010,101.0,207
Buenos Aires,Morón,Moron,6568010,200.0,77
Buenos Aires,Morón,Moron,6568010,226.5,12
Buenos Aires,Morón,Moron,6568010,300.0,13194
Buenos Aires,Morón,Moron,6568010,301.0,2
Buenos Aires,Morón,Moron,6568010,302.0,290
Buenos Aires,Morón,Moron,6568010,400.0,235
Buenos Aires,Morón,Moron,6568010,499.0,7847
Buenos Aires,Morón,Moron,6568010,500.0,920
Buenos Aires,Morón,Moron,6568010,600.0,870
Buenos Aires,Morón,Moron,6568010,700.0,9
Buenos Aires,Morón,Moron,6568010,800.0,143
Buenos Aires,Morón,Moron,6568010,940.0,556
Buenos Aires,Morón,Moron,6568010,999.0,338
Buenos Aires,Morón,Moron,6568010,1000.0,1164
Buenos Aires,Morón,Villa Sarmiento,6568010,0.0,1
Buenos Aires,Morón,Villa Sarmiento,6568010,1.0,3
Buenos Aires,Morón,Villa Sarmiento,6568010,3.0,3
Buenos Aires,Morón,Villa Sarmiento,6568010,6.0,87
Buenos Aires,Morón,Villa Sarmiento,6568010,8.0,7
Buenos Aires,Morón,Villa Sarmiento,6568010,10.0,8
Buenos Aires,Morón,Villa Sarmiento,6568010,14.0,1
Buenos Aires,Morón,Villa Sarmiento,6568010,15.0,1
Buenos Aires,Morón,Villa Sarmiento,6568010,20.0,1
Buenos Aires,Morón,Villa Sarmiento,6568010,45.0,1
Buenos Aires,Morón,Villa Sarmiento,6568010,46.0,25
Buenos Aires,Morón,Villa Sarmiento,6568010,50.0,1061
Buenos Aires,Morón,Villa Sarmiento,6568010,99.0,87
Buenos Aires,Morón,Villa Sarmiento,6568010,100.0,2289
Buenos Aires,Morón,Villa Sarmiento,6568010,101.0,78
Buenos Aires,Morón,Villa Sarmiento,6568010,200.0,22
Buenos Aires,Morón,Villa Sarmiento,6568010,226.5,5
Buenos Aires,Morón,Villa Sarmiento,6568010,300.0,3957
Buenos Aires,Morón,Villa Sarmiento,6568010,302.0,80
Buenos Aires,Morón,Villa Sarmiento,6568010,400.0,32
Buenos Aires,Morón,Villa Sarmiento,6568010,499.0,1346
Buenos Aires,Morón,Villa Sarmiento,6568010,500.0,282
Buenos Aires,Morón,Villa Sarmiento,6568010,600.0,339
Buenos Aires,Morón,Villa Sarmiento,6568010,700.0,9
Buenos Aires,Morón,Villa Sarmiento,6568010,800.0,75
Buenos Aires,Morón,Villa Sarmiento,6568010,940.0,233
Buenos Aires,Morón,Villa Sarmiento,6568010,999.0,64
Buenos Aires,Morón,Villa Sarmiento,6568010,1000.0,204
Buenos Aires,Navarro,José Juan Almeyra,6574010,6.0,99
Buenos Aires,Navarro,José Juan Almeyra,6574010,226.5,10
Buenos Aires,Navarro,Las Marianas,6574020,6.0,4
Buenos Aires,Navarro,Las Marianas,6574020,8.0,9
Buenos Aires,Navarro,Las Marianas,6574020,10.0,128
Buenos Aires,Navarro,Las Marianas,6574020,12.0,2
Buenos Aires,Navarro,Las Marianas,6574020,15.0,48
Buenos Aires,Navarro,Las Marianas,6574020,30.0,1
Buenos Aires,Navarro,Las Marianas,6574020,226.5,7
Buenos Aires,Navarro,Navarro,6574030,0.0,1919
Buenos Aires,Navarro,Navarro,6574030,0.5,1
Buenos Aires,Navarro,Navarro,6574030,1.0,2
Buenos Aires,Navarro,Navarro,6574030,3.0,4
Buenos Aires,Navarro,Navarro,6574030,6.0,3
Buenos Aires,Navarro,Navarro,6574030,9.0,1
Buenos Aires,Navarro,Navarro,6574030,10.0,116
Buenos Aires,Navarro,Navarro,6574030,14.0,1
Buenos Aires,Navarro,Navarro,6574030,15.0,60
Buenos Aires,Navarro,Navarro,6574030,70.0,1666
Buenos Aires,Navarro,Navarro,6574030,100.0,310
Buenos Aires,Navarro,Navarro,6574030,226.5,74
Buenos Aires,Navarro,Navarro,6574030,300.0,100
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,4.0,7
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,6.0,27
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,8.0,26
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,10.0,83
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,12.0,2
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,15.0,33
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,50.0,3
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,100.0,2
Buenos Aires,Navarro,Villa Moll  (Est. Moll),6574040,226.5,4
Buenos Aires,Necochea,Claraz,6581010,2.0,101
Buenos Aires,Necochea,Claraz,6581010,4.0,4
Buenos Aires,Necochea,Claraz,6581010,226.5,24
Buenos Aires,Necochea,Costa Bonita,6581040,226.5,21
Buenos Aires,Necochea,Energía,6581025,3.0,1
Buenos Aires,Necochea,Energía,6581025,5.0,11
Buenos Aires,Necochea,Energía,6581025,7.0,12
Buenos Aires,Necochea,Energía,6581025,226.5,32
Buenos Aires,Necochea,Juan N. Fernández,6581030,0.5,2
Buenos Aires,Necochea,Juan N. Fernández,6581030,2.0,575
Buenos Aires,Necochea,Juan N. Fernández,6581030,3.0,60
Buenos Aires,Necochea,Juan N. Fernández,6581030,4.0,3
Buenos Aires,Necochea,Juan N. Fernández,6581030,226.5,34
Buenos Aires,Necochea,Necochea - Quequén,6581040,0.0,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,0.5,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,0.75,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,1.0,44
Buenos Aires,Necochea,Necochea - Quequén,6581040,2.0,2
Buenos Aires,Necochea,Necochea - Quequén,6581040,3.0,159
Buenos Aires,Necochea,Necochea - Quequén,6581040,3.5,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,5.0,1515
Buenos Aires,Necochea,Necochea - Quequén,6581040,6.0,401
Buenos Aires,Necochea,Necochea - Quequén,6581040,7.0,1740
Buenos Aires,Necochea,Necochea - Quequén,6581040,8.0,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,9.0,4
Buenos Aires,Necochea,Necochea - Quequén,6581040,10.0,655
Buenos Aires,Necochea,Necochea - Quequén,6581040,12.0,133
Buenos Aires,Necochea,Necochea - Quequén,6581040,14.0,1
Buenos Aires,Necochea,Necochea - Quequén,6581040,15.0,1797
Buenos Aires,Necochea,Necochea - Quequén,6581040,18.0,860
Buenos Aires,Necochea,Necochea - Quequén,6581040,20.0,219
Buenos Aires,Necochea,Necochea - Quequén,6581040,25.0,886
Buenos Aires,Necochea,Necochea - Quequén,6581040,30.0,716
Buenos Aires,Necochea,Necochea - Quequén,6581040,50.0,2181
Buenos Aires,Necochea,Necochea - Quequén,6581040,100.0,9448
Buenos Aires,Necochea,Necochea - Quequén,6581040,226.5,196
Buenos Aires,Necochea,Necochea - Quequén,6581040,300.0,3808
Buenos Aires,Necochea,Necochea - Quequén,6581040,500.0,253
Buenos Aires,Necochea,Necochea - Quequén,6581040,1000.0,2
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,0.0,1
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,1.0,193
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,2.0,22
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,3.0,308
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,5.0,115
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,7.0,138
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,10.0,1
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,226.5,63
Buenos Aires,Necochea,OTROS,0,2.0,16
Buenos Aires,Necochea,Ramón Santamarina,6581060,226.5,3
Buenos Aires,Olavarría,Blancagrande,6595010,226.5,27
Buenos Aires,Olavarría,Colonia Hinojo,6595070,30.0,1
Buenos Aires,Olavarría,Colonia Hinojo,6595070,226.5,5
Buenos Aires,Olavarría,Colonia Nievas,6595030,226.5,4
Buenos Aires,Olavarría,Colonia San Miguel,6595040,226.5,26
Buenos Aires,Olavarría,Espigas,6595050,226.5,19
Buenos Aires,Olavarría,Hinojo,6595060,0.5,1
Buenos Aires,Olavarría,Hinojo,6595060,10.0,3
Buenos Aires,Olavarría,Hinojo,6595060,15.0,2
Buenos Aires,Olavarría,Hinojo,6595060,100.0,118
Buenos Aires,Olavarría,Hinojo,6595060,226.5,18
Buenos Aires,Olavarría,Olavarría,6595070,0.0,8
Buenos Aires,Olavarría,Olavarría,6595070,0.5,5
Buenos Aires,Olavarría,Olavarría,6595070,1.0,1
Buenos Aires,Olavarría,Olavarría,6595070,2.0,1
Buenos Aires,Olavarría,Olavarría,6595070,3.0,101
Buenos Aires,Olavarría,Olavarría,6595070,3.5,3
Buenos Aires,Olavarría,Olavarría,6595070,5.0,513
Buenos Aires,Olavarría,Olavarría,6595070,6.0,36
Buenos Aires,Olavarría,Olavarría,6595070,8.0,1
Buenos Aires,Olavarría,Olavarría,6595070,10.0,1131
Buenos Aires,Olavarría,Olavarría,6595070,15.0,351
Buenos Aires,Olavarría,Olavarría,6595070,20.0,14
Buenos Aires,Olavarría,Olavarría,6595070,30.0,9
Buenos Aires,Olavarría,Olavarría,6595070,50.0,1156
Buenos Aires,Olavarría,Olavarría,6595070,100.0,10827
Buenos Aires,Olavarría,Olavarría,6595070,226.5,266
Buenos Aires,Olavarría,Olavarría,6595070,300.0,12001
Buenos Aires,Olavarría,Olavarría,6595070,500.0,300
Buenos Aires,Olavarría,Olavarría,6595070,1000.0,56
Buenos Aires,Olavarría,Recalde,6595080,226.5,25
Buenos Aires,Olavarría,Santa Luisa,6595090,226.5,29
Buenos Aires,Olavarría,Sierra Chica,6595100,10.0,1
Buenos Aires,Olavarría,Sierra Chica,6595100,50.0,31
Buenos Aires,Olavarría,Sierra Chica,6595100,100.0,301
Buenos Aires,Olavarría,Sierra Chica,6595100,226.5,13
Buenos Aires,Olavarría,Sierra Chica,6595100,300.0,233
Buenos Aires,Olavarría,Sierra Chica,6595100,500.0,0
Buenos Aires,Olavarría,Sierras Bayas,6595110,1.0,3
Buenos Aires,Olavarría,Sierras Bayas,6595110,3.0,4
Buenos Aires,Olavarría,Sierras Bayas,6595110,6.0,9
Buenos Aires,Olavarría,Sierras Bayas,6595110,10.0,41
Buenos Aires,Olavarría,Sierras Bayas,6595110,15.0,88
Buenos Aires,Olavarría,Sierras Bayas,6595110,226.5,9
Buenos Aires,Olavarría,Villa Alfredo Fortabat,6595120,10.0,65
Buenos Aires,Olavarría,Villa Alfredo Fortabat,6595120,20.0,5
Buenos Aires,Olavarría,Villa Alfredo Fortabat,6595120,226.5,66
Buenos Aires,Olavarría,Villa Arrieta,6595080,226.5,122
Buenos Aires,Olavarría,Villa La Serranía,6595130,226.5,8
Buenos Aires,OTROS,Otros,0,0.0,16795
Buenos Aires,OTROS,OTROS,0,1.0,0
Buenos Aires,Patagones,Bahía San Blas,6602010,10.0,7
Buenos Aires,Patagones,Bahía San Blas,6602010,226.5,48
Buenos Aires,Patagones,Cardenal Cagliero,6602020,226.5,11
Buenos Aires,Patagones,Carmen de Patagones,6602030,0.5,1
Buenos Aires,Patagones,Carmen de Patagones,6602030,1.0,5
Buenos Aires,Patagones,Carmen de Patagones,6602030,3.0,18
Buenos Aires,Patagones,Carmen de Patagones,6602030,5.0,3
Buenos Aires,Patagones,Carmen de Patagones,6602030,6.0,40
Buenos Aires,Patagones,Carmen de Patagones,6602030,7.0,13
Buenos Aires,Patagones,Carmen de Patagones,6602030,10.0,187
Buenos Aires,Patagones,Carmen de Patagones,6602030,14.0,14
Buenos Aires,Patagones,Carmen de Patagones,6602030,15.0,309
Buenos Aires,Patagones,Carmen de Patagones,6602030,30.0,1041
Buenos Aires,Patagones,Carmen de Patagones,6602030,50.0,3642
Buenos Aires,Patagones,Carmen de Patagones,6602030,100.0,520
Buenos Aires,Patagones,Carmen de Patagones,6602030,226.5,59
Buenos Aires,Patagones,José B. Casas,6602040,5.0,5
Buenos Aires,Patagones,José B. Casas,6602040,10.0,4
Buenos Aires,Patagones,José B. Casas,6602040,226.5,9
Buenos Aires,Patagones,Juan A. Pradere,6602050,6.0,44
Buenos Aires,Patagones,Juan A. Pradere,6602050,10.0,10
Buenos Aires,Patagones,Juan A. Pradere,6602050,12.0,41
Buenos Aires,Patagones,Juan A. Pradere,6602050,226.5,36
Buenos Aires,Patagones,Otros,0,5.0,15
Buenos Aires,Patagones,Stroeder,6602060,5.0,5
Buenos Aires,Patagones,Stroeder,6602060,10.0,15
Buenos Aires,Patagones,Stroeder,6602060,50.0,781
Buenos Aires,Patagones,Stroeder,6602060,226.5,12
Buenos Aires,Patagones,Villalonga,6602070,5.0,23
Buenos Aires,Patagones,Villalonga,6602070,6.0,1
Buenos Aires,Patagones,Villalonga,6602070,10.0,76
Buenos Aires,Patagones,Villalonga,6602070,15.0,64
Buenos Aires,Patagones,Villalonga,6602070,20.0,435
Buenos Aires,Patagones,Villalonga,6602070,40.0,36
Buenos Aires,Patagones,Villalonga,6602070,50.0,793
Buenos Aires,Patagones,Villalonga,6602070,226.5,44
Buenos Aires,Pehuajó,Capitán Castro,6609010,4.0,3
Buenos Aires,Pehuajó,Capitán Castro,6609010,226.5,3
Buenos Aires,Pehuajó,Chiclana,6609080,1.0,6
Buenos Aires,Pehuajó,Chiclana,6609080,4.0,3
Buenos Aires,Pehuajó,Chiclana,6609080,226.5,6
Buenos Aires,Pehuajó,Francisco Madero,6609030,4.0,3
Buenos Aires,Pehuajó,Francisco Madero,6609030,226.5,6
Buenos Aires,Pehuajó,Inocencio Sosa,6609035,4.0,3
Buenos Aires,Pehuajó,Inocencio Sosa,6609035,226.5,4
Buenos Aires,Pehuajó,Juan José Paso,6609040,0.0,10
Buenos Aires,Pehuajó,Juan José Paso,6609040,2.0,272
Buenos Aires,Pehuajó,Juan José Paso,6609040,3.0,72
Buenos Aires,Pehuajó,Juan José Paso,6609040,4.0,31
Buenos Aires,Pehuajó,Juan José Paso,6609040,6.0,16
Buenos Aires,Pehuajó,Juan José Paso,6609040,20.0,12
Buenos Aires,Pehuajó,Juan José Paso,6609040,226.5,2
Buenos Aires,Pehuajó,Magdala,6609050,1.0,4
Buenos Aires,Pehuajó,Magdala,6609050,4.0,3
Buenos Aires,Pehuajó,Magdala,6609050,226.5,10
Buenos Aires,Pehuajó,Mones Cazón,6609060,4.0,3
Buenos Aires,Pehuajó,Mones Cazón,6609060,226.5,24
Buenos Aires,Pehuajó,Nueva Plata,6609070,4.0,3
Buenos Aires,Pehuajó,Nueva Plata,6609070,226.5,8
Buenos Aires,Pehuajó,Pehuajó,6609080,0.0,166
Buenos Aires,Pehuajó,Pehuajó,6609080,1.0,10
Buenos Aires,Pehuajó,Pehuajó,6609080,2.0,1
Buenos Aires,Pehuajó,Pehuajó,6609080,3.0,218
Buenos Aires,Pehuajó,Pehuajó,6609080,5.0,627
Buenos Aires,Pehuajó,Pehuajó,6609080,6.0,179
Buenos Aires,Pehuajó,Pehuajó,6609080,9.0,1
Buenos Aires,Pehuajó,Pehuajó,6609080,10.0,1008
Buenos Aires,Pehuajó,Pehuajó,6609080,14.0,1
Buenos Aires,Pehuajó,Pehuajó,6609080,15.0,780
Buenos Aires,Pehuajó,Pehuajó,6609080,40.0,1258
Buenos Aires,Pehuajó,Pehuajó,6609080,50.0,755
Buenos Aires,Pehuajó,Pehuajó,6609080,70.0,502
Buenos Aires,Pehuajó,Pehuajó,6609080,226.5,76
Buenos Aires,Pehuajó,Pehuajó,6609080,300.0,0
Buenos Aires,Pehuajó,San Bernardo  (Est. Guanaco),6609090,4.0,3
Buenos Aires,Pehuajó,San Bernardo  (Est. Guanaco),6609090,226.5,10
Buenos Aires,Pehuajó,San Esteban,6609020,4.0,3
Buenos Aires,Pellegrini,Bocayuva,6616010,10.0,1
Buenos Aires,Pellegrini,Bocayuva,6616010,226.5,6
Buenos Aires,Pellegrini,De Bary,6616020,226.5,8
Buenos Aires,Pellegrini,Pellegrini,6616030,0.5,1
Buenos Aires,Pellegrini,Pellegrini,6616030,1.0,1
Buenos Aires,Pellegrini,Pellegrini,6616030,2.0,3
Buenos Aires,Pellegrini,Pellegrini,6616030,3.0,2
Buenos Aires,Pellegrini,Pellegrini,6616030,6.0,37
Buenos Aires,Pellegrini,Pellegrini,6616030,10.0,49
Buenos Aires,Pellegrini,Pellegrini,6616030,15.0,136
Buenos Aires,Pellegrini,Pellegrini,6616030,25.0,1101
Buenos Aires,Pellegrini,Pellegrini,6616030,50.0,40
Buenos Aires,Pellegrini,Pellegrini,6616030,100.0,17
Buenos Aires,Pellegrini,Pellegrini,6616030,226.5,29
Buenos Aires,Pergamino,Acevedo,6623010,0.0,110
Buenos Aires,Pergamino,Acevedo,6623010,3.0,5
Buenos Aires,Pergamino,Acevedo,6623010,5.0,317
Buenos Aires,Pergamino,Acevedo,6623010,226.5,4
Buenos Aires,Pergamino,Fontezuela,6623020,1.0,13
Buenos Aires,Pergamino,Fontezuela,6623020,3.0,2
Buenos Aires,Pergamino,Fontezuela,6623020,6.0,121
Buenos Aires,Pergamino,Fontezuela,6623020,10.0,17
Buenos Aires,Pergamino,Fontezuela,6623020,226.5,13
Buenos Aires,Pergamino,Guerrico,6623030,5.0,108
Buenos Aires,Pergamino,Guerrico,6623030,30.0,1
Buenos Aires,Pergamino,Guerrico,6623030,226.5,3
Buenos Aires,Pergamino,Juan A. de la Peña,6623040,5.0,44
Buenos Aires,Pergamino,Juan A. de la Peña,6623040,226.5,20
Buenos Aires,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,1.0,39
Buenos Aires,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,3.0,3
