provincia,partido,localidad,tecnologia,link_indec,accesos
Entre Rios,La Paz,San Gustavo,FIBRA OPTICA,30070070,66
Entre Rios,La Paz,San Gustavo,SATELITAL,30070070,67
Entre Rios,La Paz,San Gustavo,WIRELESS,30070070,140
Entre Rios,La Paz,Santa Elena,ADSL,30070080,1825
Entre Rios,La Paz,Santa Elena,CABLEMODEM,30070080,266
Entre Rios,La Paz,Santa Elena,SATELITAL,30070080,32
Entre Rios,La Paz,Santa Elena,WIRELESS,30070080,437
Entre Rios,La Paz,Sir Leonard,SATELITAL,30070090,2
Entre Rios,Nogoyá,Aranguren,CABLEMODEM,30077010,329
Entre Rios,Nogoyá,Aranguren,SATELITAL,30077010,11
Entre Rios,Nogoyá,Aranguren,WIRELESS,30077010,93
Entre Rios,Nogoyá,Betbeder,SATELITAL,30077020,3
Entre Rios,Nogoyá,Betbeder,WIRELESS,30077020,20
Entre Rios,Nogoyá,Don Cristóbal,SATELITAL,30077030,42
Entre Rios,Nogoyá,Don Cristóbal,WIRELESS,30077030,71
Entre Rios,Nogoyá,Febré,SATELITAL,30077040,4
Entre Rios,Nogoyá,Febré,WIRELESS,30077040,4
Entre Rios,Nogoyá,Hernández,ADSL,30077050,68
Entre Rios,Nogoyá,Hernández,SATELITAL,30077050,7
Entre Rios,Nogoyá,Hernández,WIRELESS,30077050,125
Entre Rios,Nogoyá,Lucas González,ADSL,30077060,233
Entre Rios,Nogoyá,Lucas González,Otros,30077060,1
Entre Rios,Nogoyá,Lucas González,SATELITAL,30077060,24
Entre Rios,Nogoyá,Lucas González,WIRELESS,30077060,197
Entre Rios,Nogoyá,Nogoyá,ADSL,30077070,346
Entre Rios,Nogoyá,Nogoyá,Otros,30077070,697
Entre Rios,Nogoyá,Nogoyá,SATELITAL,30077070,30
Entre Rios,Nogoyá,Nogoyá,WIRELESS,30077070,716
Entre Rios,Nogoyá,OTROS,WIRELESS,0,13
Entre Rios,Nogoyá,XX de Setiembre,SATELITAL,30077080,17
Entre Rios,Nogoyá,XX de Setiembre,WIRELESS,30077080,41
Entre Rios,Otros,Otros,Otros,0,7078
Entre Rios,Paraná,Aldea María Luisa,SATELITAL,30084010,5
Entre Rios,Paraná,Aldea María Luisa,WIRELESS,30084010,8
Entre Rios,Paraná,Aldea San Juan,SATELITAL,30084015,2
Entre Rios,Paraná,Aldea San Rafael,SATELITAL,30084020,8
Entre Rios,Paraná,Aldea San Rafael,WIRELESS,30084020,9
Entre Rios,Paraná,Aldea Santa María,SATELITAL,30084030,5
Entre Rios,Paraná,Aldea Santa Rosa,SATELITAL,30084040,6
Entre Rios,Paraná,Cerrito,ADSL,30084050,105
Entre Rios,Paraná,Cerrito,CABLEMODEM,30084050,950
Entre Rios,Paraná,Cerrito,SATELITAL,30084050,5
Entre Rios,Paraná,Cerrito,WIRELESS,30084050,94
Entre Rios,Paraná,Colonia Avellaneda,ADSL,30084060,316
Entre Rios,Paraná,Colonia Avellaneda,SATELITAL,30084060,40
Entre Rios,Paraná,Colonia Avellaneda,WIRELESS,30084060,58
Entre Rios,Paraná,Colonia Crespo,SATELITAL,30084065,4
Entre Rios,Paraná,Colonia Merou,SATELITAL,30084110,6
Entre Rios,Paraná,Crespo,ADSL,30084070,369
Entre Rios,Paraná,Crespo,CABLEMODEM,30084070,1668
Entre Rios,Paraná,Crespo,FIBRA OPTICA,30084070,4509
Entre Rios,Paraná,Crespo,SATELITAL,30084070,57
Entre Rios,Paraná,Crespo,WIRELESS,30084070,94
Entre Rios,Paraná,Crucesitas Séptima Sección,SATELITAL,30084095,1
Entre Rios,Paraná,Crucesitas Séptima Sección,WIRELESS,30084095,118
Entre Rios,Paraná,El Palenque,WIRELESS,30084080,5
Entre Rios,Paraná,El Pingo,Otros,30084090,1
Entre Rios,Paraná,El Pingo,SATELITAL,30084090,3
Entre Rios,Paraná,El Pingo,WIRELESS,30084090,50
Entre Rios,Paraná,El Ramblón,SATELITAL,30084095,6
Entre Rios,Paraná,El Ramblón,WIRELESS,30084095,18
Entre Rios,Paraná,Hasenkamp,CABLEMODEM,30084100,848
Entre Rios,Paraná,Hasenkamp,Otros,30084100,9
Entre Rios,Paraná,Hasenkamp,SATELITAL,30084100,8
Entre Rios,Paraná,Hasenkamp,WIRELESS,30084100,224
Entre Rios,Paraná,Hernandarias,CABLEMODEM,30084110,366
Entre Rios,Paraná,Hernandarias,SATELITAL,30084110,18
Entre Rios,Paraná,Hernandarias,WIRELESS,30084110,25
Entre Rios,Paraná,La Picada,ADSL,30084120,5
Entre Rios,Paraná,La Picada,SATELITAL,30084120,10
Entre Rios,Paraná,Las Tunas,SATELITAL,30084130,11
Entre Rios,Paraná,Las Tunas,WIRELESS,30084130,54
Entre Rios,Paraná,María Grande,CABLEMODEM,30084140,1486
Entre Rios,Paraná,María Grande,DIAL UP,30084140,1
Entre Rios,Paraná,María Grande,FIBRA OPTICA,30084140,877
Entre Rios,Paraná,María Grande,Otros,30084140,138
Entre Rios,Paraná,María Grande,SATELITAL,30084140,22
Entre Rios,Paraná,María Grande,WIRELESS,30084140,239
Entre Rios,Paraná,Oro Verde,ADSL,30084150,383
Entre Rios,Paraná,Oro Verde,CABLEMODEM,30084150,1
Entre Rios,Paraná,Oro Verde,SATELITAL,30084150,86
Entre Rios,Paraná,Oro Verde,WIRELESS,30084150,60
Entre Rios,Paraná,OTROS,WIRELESS,0,13
Entre Rios,Paraná,Paraná,ADSL,30084160,1614
Entre Rios,Paraná,Paraná,CABLEMODEM,30084160,84049
Entre Rios,Paraná,Paraná,DIAL UP,30084160,13
Entre Rios,Paraná,Paraná,FIBRA OPTICA,30084160,12897
Entre Rios,Paraná,Paraná,Otros,30084160,1
Entre Rios,Paraná,Paraná,SATELITAL,30084160,286
Entre Rios,Paraná,Paraná,WIRELESS,30084160,1204
Entre Rios,Paraná,Pueblo Bellocq (Est. Las Garzas),SATELITAL,30084170,1
Entre Rios,Paraná,Pueblo Brugo,SATELITAL,30084180,5
Entre Rios,Paraná,Pueblo Brugo,WIRELESS,30084180,45
Entre Rios,Paraná,Pueblo General San Martín,SATELITAL,30084190,6
Entre Rios,Paraná,Pueblo Moreno,SATELITAL,30084070,1
Entre Rios,Paraná,San Benito,ADSL,30084200,150
Entre Rios,Paraná,San Benito,CABLEMODEM,30084200,1322
Entre Rios,Paraná,San Benito,SATELITAL,30084200,101
Entre Rios,Paraná,San Benito,WIRELESS,30084200,184
Entre Rios,Paraná,Sauce Montrull,SATELITAL,30084210,18
Entre Rios,Paraná,Sauce Montrull,WIRELESS,30084210,71
Entre Rios,Paraná,Sauce Pinto,SATELITAL,30084220,4
Entre Rios,Paraná,Seguí,ADSL,30084230,1
Entre Rios,Paraná,Seguí,CABLEMODEM,30084230,477
Entre Rios,Paraná,Seguí,SATELITAL,30084230,14
Entre Rios,Paraná,Seguí,WIRELESS,30084230,292
Entre Rios,Paraná,Tabossi,CABLEMODEM,30084250,311
Entre Rios,Paraná,Tabossi,FIBRA OPTICA,30084250,54
Entre Rios,Paraná,Tabossi,SATELITAL,30084250,11
Entre Rios,Paraná,Tabossi,WIRELESS,30084250,128
Entre Rios,Paraná,Tezanos Pintos,SATELITAL,30084260,1
Entre Rios,Paraná,Viale,ADSL,30084270,577
Entre Rios,Paraná,Viale,CABLEMODEM,30084270,295
Entre Rios,Paraná,Viale,FIBRA OPTICA,30084270,136
Entre Rios,Paraná,Viale,SATELITAL,30084270,31
Entre Rios,Paraná,Viale,WIRELESS,30084270,801
Entre Rios,Paraná,Villa Fontana,SATELITAL,30084280,1
Entre Rios,Paraná,Villa Gobernador Luis F. Etchevehere,SATELITAL,30084290,3
Entre Rios,Paraná,Villa Urquiza,ADSL,30084300,1
Entre Rios,Paraná,Villa Urquiza,SATELITAL,30084300,5
Entre Rios,San Salvador,General Campos,FIBRA OPTICA,30088010,35
Entre Rios,San Salvador,General Campos,Otros,30088010,37
Entre Rios,San Salvador,General Campos,SATELITAL,30088010,13
Entre Rios,San Salvador,General Campos,WIRELESS,30088010,188
Entre Rios,San Salvador,San Salvador,ADSL,30088020,246
Entre Rios,San Salvador,San Salvador,FIBRA OPTICA,30088020,1247
Entre Rios,San Salvador,San Salvador,Otros,30088020,259
Entre Rios,San Salvador,San Salvador,SATELITAL,30088020,33
Entre Rios,San Salvador,San Salvador,WIRELESS,30088020,286
Entre Rios,Tala,Altamirano Sur,SATELITAL,30091010,2
Entre Rios,Tala,Durazno,ADSL,30091020,4
Entre Rios,Tala,Durazno,SATELITAL,30091020,1
Entre Rios,Tala,Durazno,WIRELESS,30091020,44
Entre Rios,Tala,Estación Arroyo Clé,SATELITAL,30091030,6
Entre Rios,Tala,Estación Arroyo Clé,WIRELESS,30091030,50
Entre Rios,Tala,Gobernador Echagüe,FIBRA OPTICA,30091040,25
Entre Rios,Tala,Gobernador Echagüe,SATELITAL,30091040,3
Entre Rios,Tala,Gobernador Echagüe,WIRELESS,30091040,84
Entre Rios,Tala,Gobernador Mansilla,FIBRA OPTICA,30091050,778
Entre Rios,Tala,Gobernador Mansilla,SATELITAL,30091050,9
Entre Rios,Tala,Gobernador Mansilla,WIRELESS,30091050,213
Entre Rios,Tala,Gobernador Solá,SATELITAL,30091060,4
Entre Rios,Tala,Gobernador Solá,WIRELESS,30091060,11
Entre Rios,Tala,Guardamonte,SATELITAL,30091070,1
Entre Rios,Tala,Las Guachas,SATELITAL,30091080,2
Entre Rios,Tala,Las Guachas,WIRELESS,30091080,29
Entre Rios,Tala,Maciá,CABLEMODEM,30091090,209
Entre Rios,Tala,Maciá,SATELITAL,30091090,6
Entre Rios,Tala,Maciá,WIRELESS,30091090,41
Entre Rios,Tala,Rosario del Tala,ADSL,30091100,699
Entre Rios,Tala,Rosario del Tala,FIBRA OPTICA,30091100,453
Entre Rios,Tala,Rosario del Tala,Otros,30091100,0
Entre Rios,Tala,Rosario del Tala,SATELITAL,30091100,23
Entre Rios,Uruguay,1º de Mayo,SATELITAL,30098090,6
Entre Rios,Uruguay,1º de Mayo,WIRELESS,30098090,127
Entre Rios,Uruguay,Basavilbaso,ADSL,30098010,416
Entre Rios,Uruguay,Basavilbaso,FIBRA OPTICA,30098010,1381
Entre Rios,Uruguay,Basavilbaso,SATELITAL,30098010,11
Entre Rios,Uruguay,Basavilbaso,WIRELESS,30098010,318
Entre Rios,Uruguay,Caseros,ADSL,30098020,53
Entre Rios,Uruguay,Caseros,FIBRA OPTICA,30098020,707
Entre Rios,Uruguay,Caseros,Otros,30098020,6
Entre Rios,Uruguay,Caseros,SATELITAL,30098020,6
Entre Rios,Uruguay,Caseros,WIRELESS,30098020,56
Entre Rios,Uruguay,Colonia Elía,FIBRA OPTICA,30098030,14
Entre Rios,Uruguay,Colonia Elía,SATELITAL,30098030,27
Entre Rios,Uruguay,Colonia Elía,WIRELESS,30098030,156
Entre Rios,Uruguay,Concepción del Uruguay,ADSL,30098040,1929
Entre Rios,Uruguay,Concepción del Uruguay,CABLEMODEM,30098040,9820
Entre Rios,Uruguay,Concepción del Uruguay,DIAL UP,30098040,5
Entre Rios,Uruguay,Concepción del Uruguay,FIBRA OPTICA,30098040,11160
Entre Rios,Uruguay,Concepción del Uruguay,SATELITAL,30098040,167
Entre Rios,Uruguay,Concepción del Uruguay,WIRELESS,30098040,1650
Entre Rios,Uruguay,Estancia San Pedro,SATELITAL,30098030,4
Entre Rios,Uruguay,Estancia San Pedro,WIRELESS,30098030,6
Entre Rios,Uruguay,Herrera,ADSL,30098060,70
Entre Rios,Uruguay,Herrera,SATELITAL,30098060,7
Entre Rios,Uruguay,Herrera,WIRELESS,30098060,120
Entre Rios,Uruguay,Las Moscas,FIBRA OPTICA,30098070,7
Entre Rios,Uruguay,Las Moscas,SATELITAL,30098070,2
Entre Rios,Uruguay,Las Moscas,WIRELESS,30098070,46
Entre Rios,Uruguay,Líbaros,SATELITAL,30098080,1
Entre Rios,Uruguay,Líbaros,WIRELESS,30098080,41
Entre Rios,Uruguay,Pronunciamiento,SATELITAL,30098100,15
Entre Rios,Uruguay,Pronunciamiento,WIRELESS,30098100,163
Entre Rios,Uruguay,Rocamora,SATELITAL,30098110,3
Entre Rios,Uruguay,Rocamora,WIRELESS,30098110,55
Entre Rios,Uruguay,Santa Anita,FIBRA OPTICA,30098120,305
Entre Rios,Uruguay,Santa Anita,SATELITAL,30098120,6
Entre Rios,Uruguay,Santa Anita,WIRELESS,30098120,55
Entre Rios,Uruguay,Villa Mantero,ADSL,30098130,24
Entre Rios,Uruguay,Villa Mantero,FIBRA OPTICA,30098130,196
Entre Rios,Uruguay,Villa Mantero,SATELITAL,30098130,10
Entre Rios,Uruguay,Villa Mantero,WIRELESS,30098130,31
Entre Rios,Uruguay,Villa San Justo,FIBRA OPTICA,30098140,455
Entre Rios,Uruguay,Villa San Justo,SATELITAL,30098140,9
Entre Rios,Uruguay,Villa San Justo,WIRELESS,30098140,68
Entre Rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),SATELITAL,30098150,5
Entre Rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),WIRELESS,30098150,50
Entre Rios,Victoria,Antelo,SATELITAL,30105010,8
Entre Rios,Victoria,Charigüé,SATELITAL,30105040,34
Entre Rios,Victoria,Laguna del Pescado,SATELITAL,30105040,4
Entre Rios,Victoria,Molino Doll,SATELITAL,30105040,19
Entre Rios,Victoria,Molino Doll,WIRELESS,30105040,10
Entre Rios,Victoria,Rincón de Nogoyá,SATELITAL,30105040,10
Entre Rios,Victoria,Rincón de Nogoyá,WIRELESS,30105040,19
Entre Rios,Victoria,Victoria,ADSL,30105060,1077
Entre Rios,Victoria,Victoria,CABLEMODEM,30105060,9714
Entre Rios,Victoria,Victoria,FIBRA OPTICA,30105060,3769
Entre Rios,Victoria,Victoria,SATELITAL,30105060,126
Entre Rios,Victoria,Victoria,WIRELESS,30105060,352
Entre Rios,Villaguay,Estación Raíces,ADSL,30113010,14
Entre Rios,Villaguay,Estación Raíces,SATELITAL,30113010,2
Entre Rios,Villaguay,Estación Raíces,WIRELESS,30113010,5
Entre Rios,Villaguay,Ingeniero Miguel Sajaroff,SATELITAL,30113020,1
Entre Rios,Villaguay,Ingeniero Miguel Sajaroff,WIRELESS,30113020,44
Entre Rios,Villaguay,Jubileo,FIBRA OPTICA,30113030,126
Entre Rios,Villaguay,Jubileo,Otros,30113030,35
Entre Rios,Villaguay,Jubileo,SATELITAL,30113030,19
Entre Rios,Villaguay,Mojones Norte,SATELITAL,30113020,21
Entre Rios,Villaguay,Paso de la Laguna,FIBRA OPTICA,30113050,8
Entre Rios,Villaguay,Paso de la Laguna,SATELITAL,30113050,3
Entre Rios,Villaguay,Paso de la Laguna,WIRELESS,30113050,39
Entre Rios,Villaguay,Villa Clara,ADSL,30113060,46
Entre Rios,Villaguay,Villa Clara,FIBRA OPTICA,30113060,290
Entre Rios,Villaguay,Villa Clara,SATELITAL,30113060,4
Entre Rios,Villaguay,Villa Clara,WIRELESS,30113060,68
Entre Rios,Villaguay,Villa Domínguez,FIBRA OPTICA,30113070,230
Entre Rios,Villaguay,Villa Domínguez,WIRELESS,30113070,114
Entre Rios,Villaguay,Villaguay,ADSL,30113080,711
Entre Rios,Villaguay,Villaguay,FIBRA OPTICA,30113080,3260
Entre Rios,Villaguay,Villaguay,OTROS,30113080,1
Entre Rios,Villaguay,Villaguay,SATELITAL,30113080,23
Entre Rios,Villaguay,Villaguay,WIRELESS,30113080,1263
Formosa,Bermejo,Fortín Soledad,SATELITAL,34007003,14
Formosa,Bermejo,Fortín Soledad,WIRELESS,34007003,8
Formosa,Bermejo,Guadalcazar,SATELITAL,34007005,5
Formosa,Bermejo,Guadalcazar,WIRELESS,34007005,9
Formosa,Bermejo,La Rinconada,SATELITAL,34007007,1
Formosa,Bermejo,La Rinconada,WIRELESS,34007007,8
Formosa,Bermejo,Laguna Yema,SATELITAL,34007010,15
Formosa,Bermejo,Laguna Yema,WIRELESS,34007010,76
Formosa,Bermejo,Lamadrid,SATELITAL,34007015,10
Formosa,Bermejo,Lamadrid,WIRELESS,34007015,7
Formosa,Bermejo,Los Chiriguanos,SATELITAL,34007020,6
Formosa,Bermejo,Los Chiriguanos,WIRELESS,34007020,42
Formosa,Bermejo,Pozo de Maza,SATELITAL,34007030,4
Formosa,Bermejo,Pozo de Maza,WIRELESS,34007030,17
Formosa,Bermejo,Pozo del Mortero,SATELITAL,34007040,7
Formosa,Bermejo,Pozo del Mortero,WIRELESS,34007040,13
Formosa,Bermejo,Vaca Perdida,SATELITAL,34007050,4
Formosa,Bermejo,Vaca Perdida,WIRELESS,34007050,5
Formosa,Formosa,Colonia Pastoril,SATELITAL,34014010,10
Formosa,Formosa,Colonia Pastoril,WIRELESS,34014010,78
Formosa,Formosa,Formosa,ADSL,34014020,3629
Formosa,Formosa,Formosa,CABLEMODEM,34014020,19024
Formosa,Formosa,Formosa,FIBRA OPTICA,34014020,14728
Formosa,Formosa,Formosa,Otros,34014020,11
Formosa,Formosa,Formosa,SATELITAL,34014020,576
Formosa,Formosa,Formosa,WIRELESS,34014020,7833
Formosa,Formosa,Gran Guardia,Otros,34014030,0
Formosa,Formosa,Gran Guardia,SATELITAL,34014030,13
Formosa,Formosa,Gran Guardia,WIRELESS,34014030,69
Formosa,Formosa,Mariano Boedo,SATELITAL,34014040,5
Formosa,Formosa,Mariano Boedo,WIRELESS,34014040,31
Formosa,Formosa,Mojón de Fierro,SATELITAL,34014050,14
Formosa,Formosa,Mojón de Fierro,WIRELESS,34014050,33
Formosa,Formosa,San Hilario,SATELITAL,34014060,12
Formosa,Formosa,San Hilario,WIRELESS,34014060,30
Formosa,Formosa,Villa del Carmen,FIBRA OPTICA,34014070,199
Formosa,Formosa,Villa del Carmen,SATELITAL,34014070,90
Formosa,Formosa,Villa del Carmen,WIRELESS,34014070,39
Formosa,Laishi,Banco Payaguá,SATELITAL,34021010,1
Formosa,Laishi,Banco Payaguá,WIRELESS,34021010,32
Formosa,Laishi,General Lucio Victorio Mansilla,ADSL,34021020,3
Formosa,Laishi,General Lucio Victorio Mansilla,SATELITAL,34021020,5
Formosa,Laishi,General Lucio Victorio Mansilla,WIRELESS,34021020,167
Formosa,Laishi,Herradura,SATELITAL,34021030,19
Formosa,Laishi,Herradura,WIRELESS,34021030,117
Formosa,Laishi,OTROS,WIRELESS,0,132
Formosa,Laishi,San Francisco de Laishi,Otros,34021040,0
Formosa,Laishi,San Francisco de Laishi,SATELITAL,34021040,24
Formosa,Laishi,San Francisco de Laishi,WIRELESS,34021040,324
Formosa,Laishi,Tatané,SATELITAL,34021050,7
Formosa,Laishi,Tatané,WIRELESS,34021050,43
Formosa,Laishi,Villa Escolar,SATELITAL,34021060,26
Formosa,Laishi,Villa Escolar,WIRELESS,34021060,102
Formosa,Matacos,Ingeniero Guillermo N. Juárez,ADSL,34028010,146
Formosa,Matacos,Ingeniero Guillermo N. Juárez,SATELITAL,34028010,81
Formosa,Matacos,Ingeniero Guillermo N. Juárez,WIRELESS,34028010,255
Formosa,Patiño,Bartolomé de las Casas,SATELITAL,34035010,3
Formosa,Patiño,Bartolomé de las Casas,WIRELESS,34035010,6
Formosa,Patiño,Colonia Sarmiento,SATELITAL,34035020,1
Formosa,Patiño,Comandante Fontana,SATELITAL,34035030,13
Formosa,Patiño,Comandante Fontana,WIRELESS,34035030,751
Formosa,Patiño,El Recreo,SATELITAL,34035040,8
Formosa,Patiño,Estanislao del Campo,ADSL,34035050,21
Formosa,Patiño,Estanislao del Campo,Otros,34035050,0
Formosa,Patiño,Estanislao del Campo,SATELITAL,34035050,11
Formosa,Patiño,Estanislao del Campo,WIRELESS,34035050,157
Formosa,Patiño,Fortín Cabo 1º Lugones,SATELITAL,34035060,5
Formosa,Patiño,Fortín Cabo 1º Lugones,WIRELESS,34035060,145
Formosa,Patiño,Fortín Sargento 1º Leyes,SATELITAL,34035070,4
Formosa,Patiño,Fortín Sargento 1º Leyes,WIRELESS,34035070,6
Formosa,Patiño,Ibarreta,ADSL,34035080,193
Formosa,Patiño,Ibarreta,SATELITAL,34035080,68
Formosa,Patiño,Ibarreta,WIRELESS,34035080,519
Formosa,Patiño,Juan G. Bazán,SATELITAL,34035090,8
Formosa,Patiño,Juan G. Bazán,WIRELESS,34035090,11
Formosa,Patiño,Las Lomitas,ADSL,34035100,360
Formosa,Patiño,Las Lomitas,FIBRA OPTICA,34035100,1643
Formosa,Patiño,Las Lomitas,Otros,34035100,1
Formosa,Patiño,Las Lomitas,SATELITAL,34035100,160
Formosa,Patiño,Las Lomitas,WIRELESS,34035100,236
Formosa,Patiño,OTROS,WIRELESS,0,44
Formosa,Patiño,Posta Cambio Zalazar,SATELITAL,34035110,7
Formosa,Patiño,Posta Cambio Zalazar,WIRELESS,34035110,58
Formosa,Patiño,Pozo del Tigre,ADSL,34035120,10
Formosa,Patiño,Pozo del Tigre,FIBRA OPTICA,34035120,200
Formosa,Patiño,Pozo del Tigre,SATELITAL,34035120,14
Formosa,Patiño,Pozo del Tigre,WIRELESS,34035120,190
Formosa,Patiño,San Martín I,SATELITAL,34035130,5
Formosa,Patiño,San Martín I,WIRELESS,34035130,5
Formosa,Patiño,San Martín II,FIBRA OPTICA,34035140,1
Formosa,Patiño,San Martín II,SATELITAL,34035140,9
Formosa,Patiño,San Martín II,WIRELESS,34035140,369
Formosa,Patiño,Subteniente Perín,SATELITAL,34035150,24
Formosa,Patiño,Subteniente Perín,WIRELESS,34035150,71
Formosa,Patiño,Villa General Güemes,FIBRA OPTICA,34035160,1
Formosa,Patiño,Villa General Güemes,SATELITAL,34035160,21
Formosa,Patiño,Villa General Güemes,WIRELESS,34035160,448
Formosa,Patiño,Villa General Manuel Belgrano,FIBRA OPTICA,34035170,1
Formosa,Patiño,Villa General Manuel Belgrano,SATELITAL,34035170,21
Formosa,Patiño,Villa General Manuel Belgrano,WIRELESS,34035170,451
Formosa,Pilagás,Buena Vista,FIBRA OPTICA,34042010,1
Formosa,Pilagás,Buena Vista,SATELITAL,34042010,10
Formosa,Pilagás,Buena Vista,WIRELESS,34042010,315
Formosa,Pilagás,El Espinillo,SATELITAL,34042020,12
Formosa,Pilagás,El Espinillo,WIRELESS,34042020,300
Formosa,Pilagás,Laguna Gallo,SATELITAL,34042030,20
Formosa,Pilagás,Laguna Gallo,WIRELESS,34042030,6
Formosa,Pilagás,Misión Tacaagle,SATELITAL,34042040,6
Formosa,Pilagás,Misión Tacaagle,WIRELESS,34042040,149
Formosa,Pilagás,Portón Negro,SATELITAL,34042050,8
Formosa,Pilagás,Tres Lagunas,ADSL,34042060,8
Formosa,Pilagás,Tres Lagunas,SATELITAL,34042060,23
Formosa,Pilagás,Tres Lagunas,WIRELESS,34042060,97
Formosa,Pilcomayo,Clorinda,ADSL,34049010,715
Formosa,Pilcomayo,Clorinda,CABLEMODEM,34049010,15
Formosa,Pilcomayo,Clorinda,FIBRA OPTICA,34049010,3037
Formosa,Pilcomayo,Clorinda,Otros,34049010,15
Formosa,Pilcomayo,Clorinda,SATELITAL,34049010,198
Formosa,Pilcomayo,Clorinda,WIRELESS,34049010,88
Formosa,Pilcomayo,Laguna Blanca,ADSL,34049020,21
Formosa,Pilcomayo,Laguna Blanca,Otros,34049020,0
Formosa,Pilcomayo,Laguna Blanca,SATELITAL,34049020,26
Formosa,Pilcomayo,Laguna Blanca,WIRELESS,34049020,42
Formosa,Pilcomayo,Laguna Naick-Neck,ADSL,34049030,88
Formosa,Pilcomayo,Laguna Naick-Neck,Otros,34049030,0
Formosa,Pilcomayo,Laguna Naick-Neck,SATELITAL,34049030,62
Formosa,Pilcomayo,Laguna Naick-Neck,WIRELESS,34049030,352
Formosa,Pilcomayo,Palma Sola,SATELITAL,34049040,20
Formosa,Pilcomayo,Palma Sola,WIRELESS,34049040,18
Formosa,Pilcomayo,Puerto Pilcomayo,SATELITAL,34049050,1
Formosa,Pilcomayo,Puerto Pilcomayo,WIRELESS,34049050,3
Formosa,Pilcomayo,Riacho He-He,FIBRA OPTICA,34049060,1
Formosa,Pilcomayo,Riacho He-He,Otros,34049060,0
Formosa,Pilcomayo,Riacho He-He,SATELITAL,34049060,30
Formosa,Pilcomayo,Riacho He-He,WIRELESS,34049060,414
Formosa,Pilcomayo,Riacho Negro,SATELITAL,34049070,4
Formosa,Pilcomayo,Riacho Negro,WIRELESS,34049070,3
Formosa,Pilcomayo,Siete Palmas,ADSL,34049080,15
Formosa,Pilcomayo,Siete Palmas,FIBRA OPTICA,34049080,1
Formosa,Pilcomayo,Siete Palmas,SATELITAL,34049080,9
Formosa,Pilcomayo,Siete Palmas,WIRELESS,34049080,82
Formosa,Pirané,Colonia Campo Villafañe,FIBRA OPTICA,34056010,52
Formosa,Pirané,Colonia Campo Villafañe,SATELITAL,34056010,29
Formosa,Pirané,Colonia Campo Villafañe,WIRELESS,34056010,206
Formosa,Pirané,El Colorado,ADSL,34056020,1341
Formosa,Pirané,El Colorado,FIBRA OPTICA,34056020,415
Formosa,Pirané,El Colorado,Otros,34056020,2
Formosa,Pirané,El Colorado,SATELITAL,34056020,23
Formosa,Pirané,El Colorado,WIRELESS,34056020,632
Formosa,Pirané,Palo Santo,CABLEMODEM,34056030,173
Formosa,Pirané,Palo Santo,SATELITAL,34056030,41
Formosa,Pirané,Palo Santo,WIRELESS,34056030,292
Formosa,Pirané,Pirané,FIBRA OPTICA,34056040,957
Formosa,Pirané,Pirané,Otros,34056040,100
Formosa,Pirané,Pirané,SATELITAL,34056040,88
Formosa,Pirané,Pirané,WIRELESS,34056040,477
Formosa,Pirané,Villa Kilómetro 213,FIBRA OPTICA,34056050,235
Formosa,Pirané,Villa Kilómetro 213,SATELITAL,34056050,17
Formosa,Pirané,Villa Kilómetro 213,WIRELESS,34056050,162
Formosa,Ramón Lista,El Potrillo,SATELITAL,34063010,15
Formosa,Ramón Lista,El Potrillo,WIRELESS,34063010,22
Formosa,Ramón Lista,El Quebracho,SATELITAL,34063030,1
Formosa,Ramón Lista,El Quebracho,WIRELESS,34063030,12
Formosa,Ramón Lista,General Mosconi,FIBRA OPTICA,34063020,1
Formosa,Ramón Lista,General Mosconi,SATELITAL,34063020,56
Formosa,Ramón Lista,General Mosconi,WIRELESS,34063020,39
Formosa,Ramón Lista,OTROS,SATELITAL,0,8
Jujuy,Cochinoca,Abdón Castro Tolay,SATELITAL,38007010,3
Jujuy,Cochinoca,Abra Pampa,SATELITAL,38007020,26
Jujuy,Cochinoca,Abra Pampa,WIRELESS,38007020,221
Jujuy,Cochinoca,Abralaite,SATELITAL,38007030,4
Jujuy,Cochinoca,Agua de Castilla,SATELITAL,38007035,4
Jujuy,Cochinoca,Casabindo,SATELITAL,38007040,7
Jujuy,Cochinoca,Cochinoca,SATELITAL,38007050,6
Jujuy,Cochinoca,La Redonda,SATELITAL,38007055,1
Jujuy,Cochinoca,Puesto del Marquéz,FIBRA OPTICA,38007060,5
Jujuy,Cochinoca,Quera,SATELITAL,38007067,4
Jujuy,Cochinoca,Rinconadillas,SATELITAL,38007070,7
Jujuy,Cochinoca,Santa Ana de la Puna,SATELITAL,38007085,1
Jujuy,Cochinoca,Santuario de Tres Pozos,SATELITAL,38007090,27
Jujuy,Cochinoca,Tambillos,SATELITAL,38007095,2
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,FIBRA OPTICA,38021065,8
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,Otros,38021065,29943
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,SATELITAL,38021065,9
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,WIRELESS,38021065,8
Jujuy,Doctor Manuel Belgrano,Guerrero,ADSL,38021010,28
